project_id,country,region,customer_utility_company,application,system_power_mw,storage_capacity_mwh,battery_manufacturer_id,cod,unit_price_usd_per_kwh
ESS_510,South Korea,Asia-Pacific,Southern California Edison,Renewable Integration,131.8,527.2,LGES,2026-11-01,81.0
ESS_511,Australia,Asia-Pacific,AES Corporation,Frequency Regulation,108.8,217.6,SAMSUNG_SDI,2025-03-01,90.73
ESS_512,South Korea,Asia-Pacific,Vistra Energy,Frequency Regulation,112.6,450.4,LGES,2024-11-01,111.1
ESS_513,South Korea,Asia-Pacific,Terra-Gen,Frequency Regulation,39.8,159.2,LGES,2023-08-01,129.57
ESS_514,USA,North America,Enel Green Power,Frequency Regulation,118.0,236.0,BYD,2023-05-01,97.1
ESS_515,USA,North America,PG&E,Peak Shaving,9.3,37.2,BYD,2024-03-01,81.37
ESS_516,South Korea,Asia-Pacific,Vistra Energy,Peak Shaving,45.3,181.2,LGES,2026-04-01,79.98
ESS_517,UK,Europe,Southern California Edison,Peak Shaving,47.7,190.8,LGES,2023-10-01,123.86
ESS_518,USA,North America,PG&E,Peak Shaving,9.1,36.4,LGES,2025-10-01,100.78
ESS_519,Australia,Asia-Pacific,NextEra Energy,Peak Shaving,67.4,269.6,SAMSUNG_SDI,2027-06-01,78.69
ESS_520,South Korea,Asia-Pacific,Florida Power & Light,Peak Shaving,17.8,35.6,LGES,2025-12-01,93.22
ESS_521,UK,Europe,Florida Power & Light,Renewable Integration,40.2,80.4,LGES,2024-02-01,104.22
ESS_522,USA,North America,KEPCO,Peak Shaving,9.1,18.2,LGES,2026-02-01,79.98
ESS_523,South Korea,Asia-Pacific,Terra-Gen,Renewable Integration,46.0,184.0,LGES,2021-10-01,137.5
ESS_524,USA,North America,Fluence,Frequency Regulation,18.1,36.2,LGES,2026-03-01,82.89
ESS_525,USA,North America,PG&E,Renewable Integration,124.3,497.2,LGES,2022-09-01,136.37
ESS_526,South Korea,Asia-Pacific,Duke Energy,Peak Shaving,63.8,127.6,LGES,2022-02-01,144.08
ESS_527,UK,Europe,Terra-Gen,Frequency Regulation,145.1,580.4,LGES,2025-03-01,96.41
ESS_528,UK,Europe,Southern California Edison,Peak Shaving,52.0,208.0,LGES,2027-01-01,76.78
ESS_529,USA,North America,NextEra Energy,Peak Shaving,30.2,120.8,CATL,2022-12-01,113.01
ESS_530,USA,North America,Fluence,Renewable Integration,132.1,264.2,LGES,2027-10-01,75.11
ESS_531,USA,North America,PG&E,Frequency Regulation,7.0,28.0,LGES,2027-10-01,77.83
ESS_532,South Korea,Asia-Pacific,Vistra Energy,Renewable Integration,68.7,137.4,LGES,2022-07-01,139.94
ESS_533,UK,Europe,Duke Energy,Frequency Regulation,109.3,218.6,LGES,2027-04-01,80.63
ESS_534,USA,North America,Florida Power & Light,Frequency Regulation,115.4,230.8,LGES,2021-06-01,145.47
ESS_535,USA,North America,Duke Energy,Peak Shaving,147.7,295.4,LGES,2026-08-01,83.67
ESS_536,USA,North America,Neoen,Peak Shaving,70.8,283.2,BYD,2021-02-01,105.69
ESS_537,USA,North America,Terra-Gen,Renewable Integration,89.2,178.4,LGES,2026-05-01,81.0
ESS_538,South Korea,Asia-Pacific,Neoen,Frequency Regulation,46.5,186.0,LGES,2027-06-01,73.79
ESS_539,USA,North America,Duke Energy,Peak Shaving,93.0,186.0,LGES,2026-06-01,79.7
ESS_540,USA,North America,KEPCO,Frequency Regulation,60.1,120.2,CATL,2027-02-01,60.09
ESS_541,Australia,Asia-Pacific,Neoen,Frequency Regulation,83.9,335.6,SAMSUNG_SDI,2025-07-01,92.12
ESS_542,UK,Europe,Neoen,Peak Shaving,14.8,29.6,LGES,2025-01-01,94.41
ESS_543,Australia,Asia-Pacific,AES Corporation,Peak Shaving,138.6,554.4,SAMSUNG_SDI,2027-11-01,72.74
ESS_544,UK,Europe,Southern California Edison,Frequency Regulation,142.8,571.2,LGES,2022-02-01,138.53
ESS_545,USA,North America,Fluence,Peak Shaving,75.9,303.6,LGES,2026-07-01,82.52
ESS_546,UK,Europe,Enel Green Power,Peak Shaving,10.8,21.6,LGES,2025-05-01,94.33
ESS_547,Australia,Asia-Pacific,Enel Green Power,Frequency Regulation,54.6,109.2,SAMSUNG_SDI,2027-12-01,74.88
ESS_548,South Korea,Asia-Pacific,Neoen,Renewable Integration,118.2,472.8,LGES,2023-01-01,124.59
ESS_549,Germany,Europe,Duke Energy,Renewable Integration,21.4,42.8,SAMSUNG_SDI,2026-07-01,85.41
ESS_550,USA,North America,NextEra Energy,Peak Shaving,82.2,328.8,LGES,2026-04-01,84.18
ESS_551,UK,Europe,KEPCO,Renewable Integration,128.7,257.4,LGES,2026-06-01,80.35
ESS_552,USA,North America,KEPCO,Peak Shaving,57.4,229.6,BYD,2022-12-01,112.52
ESS_553,USA,North America,PG&E,Frequency Regulation,38.4,76.8,BYD,2021-02-01,101.2
ESS_554,South Korea,Asia-Pacific,Duke Energy,Frequency Regulation,28.7,114.8,LGES,2022-12-01,144.72
ESS_555,South Korea,Asia-Pacific,Fluence,Renewable Integration,11.1,22.2,LGES,2023-05-01,132.23
ESS_556,Australia,Asia-Pacific,Terra-Gen,Frequency Regulation,46.3,185.2,SAMSUNG_SDI,2023-12-01,124.13
ESS_557,UK,Europe,Neoen,Peak Shaving,46.0,92.0,LGES,2026-05-01,80.84
ESS_558,UK,Europe,KEPCO,Renewable Integration,128.9,257.8,LGES,2027-11-01,75.34
ESS_559,Australia,Asia-Pacific,Neoen,Renewable Integration,59.5,238.0,SAMSUNG_SDI,2022-01-01,137.12
ESS_560,USA,North America,Neoen,Renewable Integration,124.9,249.8,LGES,2024-06-01,114.56
ESS_561,USA,North America,NextEra Energy,Frequency Regulation,34.0,136.0,BYD,2022-08-01,110.39
ESS_562,UK,Europe,AES Corporation,Peak Shaving,105.3,421.2,LGES,2026-02-01,84.87
ESS_563,Australia,Asia-Pacific,Vistra Energy,Frequency Regulation,65.5,131.0,SAMSUNG_SDI,2022-06-01,143.4
ESS_564,South Korea,Asia-Pacific,NextEra Energy,Peak Shaving,145.1,290.2,LGES,2025-03-01,95.35
ESS_565,South Korea,Asia-Pacific,Fluence,Renewable Integration,139.6,558.4,LGES,2024-06-01,108.67
ESS_566,China,Asia-Pacific,Enel Green Power,Frequency Regulation,73.8,295.2,CATL,2024-05-01,80.32
ESS_567,USA,North America,Enel Green Power,Renewable Integration,50.4,201.6,BYD,2021-08-01,100.53
ESS_568,Australia,Asia-Pacific,Terra-Gen,Frequency Regulation,91.5,183.0,CATL,2023-05-01,99.49
ESS_569,USA,North America,Vistra Energy,Frequency Regulation,57.6,115.2,LGES,2025-06-01,90.31
ESS_570,South Korea,Asia-Pacific,Neoen,Renewable Integration,141.9,283.8,LGES,2025-07-01,99.97
ESS_571,UK,Europe,PG&E,Frequency Regulation,56.2,112.4,LGES,2025-07-01,97.28
ESS_572,USA,North America,NextEra Energy,Peak Shaving,64.2,128.4,LGES,2022-03-01,152.14
ESS_573,USA,North America,Terra-Gen,Frequency Regulation,27.6,55.2,LGES,2022-04-01,138.31
ESS_574,South Korea,Asia-Pacific,Terra-Gen,Renewable Integration,123.0,246.0,LGES,2027-01-01,76.56
ESS_575,South Korea,Asia-Pacific,AES Corporation,Renewable Integration,16.4,32.8,LGES,2024-02-01,104.24
ESS_576,Australia,Asia-Pacific,Duke Energy,Frequency Regulation,53.8,107.6,SAMSUNG_SDI,2025-12-01,96.92
ESS_577,South Korea,Asia-Pacific,Terra-Gen,Frequency Regulation,140.2,280.4,LGES,2027-10-01,74.23
ESS_578,Germany,Europe,Enel Green Power,Peak Shaving,31.6,63.2,SAMSUNG_SDI,2027-02-01,72.42
ESS_579,South Korea,Asia-Pacific,Fluence,Renewable Integration,140.0,560.0,LGES,2022-04-01,146.83
ESS_580,South Korea,Asia-Pacific,NextEra Energy,Frequency Regulation,33.0,66.0,LGES,2021-10-01,144.9
ESS_581,South Korea,Asia-Pacific,KEPCO,Peak Shaving,56.7,226.8,LGES,2022-12-01,144.3
ESS_582,South Korea,Asia-Pacific,Terra-Gen,Peak Shaving,64.4,128.8,LGES,2027-12-01,81.01
ESS_583,USA,North America,Enel Green Power,Renewable Integration,68.8,275.2,LGES,2025-07-01,98.36
ESS_584,China,Asia-Pacific,Southern California Edison,Renewable Integration,68.2,136.4,CATL,2023-11-01,95.73
ESS_585,USA,North America,Terra-Gen,Peak Shaving,18.9,37.8,LGES,2023-11-01,134.12
ESS_586,USA,North America,Neoen,Renewable Integration,75.5,151.0,LGES,2023-07-01,127.02
ESS_587,South Korea,Asia-Pacific,Vistra Energy,Frequency Regulation,65.4,130.8,LGES,2025-08-01,93.11
ESS_588,South Korea,Asia-Pacific,PG&E,Frequency Regulation,123.3,246.6,LGES,2022-09-01,136.69
ESS_589,South Korea,Asia-Pacific,KEPCO,Frequency Regulation,90.5,362.0,LGES,2021-12-01,139.87
ESS_590,USA,North America,Florida Power & Light,Frequency Regulation,108.8,435.2,LGES,2027-03-01,74.86
ESS_591,Australia,Asia-Pacific,Enel Green Power,Peak Shaving,59.0,118.0,SAMSUNG_SDI,2026-01-01,86.22
ESS_592,South Korea,Asia-Pacific,Vistra Energy,Renewable Integration,54.4,108.8,LGES,2022-12-01,150.43
ESS_593,UK,Europe,KEPCO,Frequency Regulation,13.3,53.2,LGES,2025-06-01,95.45
ESS_594,South Korea,Asia-Pacific,Florida Power & Light,Renewable Integration,122.8,491.2,LGES,2024-05-01,108.64
ESS_595,South Korea,Asia-Pacific,Terra-Gen,Peak Shaving,100.4,401.6,LGES,2024-10-01,104.05
ESS_596,USA,North America,Enel Green Power,Peak Shaving,58.5,234.0,BYD,2027-12-01,59.69
ESS_597,USA,North America,PG&E,Renewable Integration,13.3,53.2,BYD,2022-10-01,106.02
ESS_598,UK,Europe,Neoen,Peak Shaving,41.7,166.8,LGES,2027-05-01,73.87
ESS_599,South Korea,Asia-Pacific,KEPCO,Peak Shaving,15.9,31.8,LGES,2026-11-01,88.81
ESS_600,Australia,Asia-Pacific,Terra-Gen,Frequency Regulation,76.5,306.0,SAMSUNG_SDI,2022-01-01,147.12
ESS_601,USA,North America,KEPCO,Frequency Regulation,133.5,534.0,LGES,2026-10-01,83.32
ESS_602,South Korea,Asia-Pacific,Fluence,Peak Shaving,112.5,450.0,LGES,2024-08-01,115.54
ESS_603,South Korea,Asia-Pacific,Terra-Gen,Renewable Integration,118.2,472.8,LGES,2026-01-01,83.19
ESS_604,USA,North America,Vistra Energy,Peak Shaving,42.1,84.2,LGES,2023-09-01,124.38
ESS_605,South Korea,Asia-Pacific,Terra-Gen,Peak Shaving,6.0,24.0,LGES,2021-12-01,132.96
ESS_606,USA,North America,PG&E,Frequency Regulation,98.0,392.0,LGES,2023-10-01,125.99
ESS_607,UK,Europe,Terra-Gen,Peak Shaving,101.5,203.0,LGES,2022-08-01,144.02
ESS_608,South Korea,Asia-Pacific,PG&E,Peak Shaving,32.2,128.8,LGES,2026-09-01,86.58
ESS_609,China,Asia-Pacific,KEPCO,Frequency Regulation,73.8,295.2,CATL,2024-11-01,83.86
ESS_610,UK,Europe,NextEra Energy,Frequency Regulation,59.7,238.8,LGES,2027-02-01,81.53
ESS_611,UK,Europe,AES Corporation,Renewable Integration,144.7,289.4,LGES,2025-06-01,96.61
ESS_612,Germany,Europe,Duke Energy,Peak Shaving,103.8,207.6,SAMSUNG_SDI,2022-03-01,137.65
ESS_613,USA,North America,NextEra Energy,Frequency Regulation,61.3,245.2,LGES,2021-06-01,140.88
ESS_614,USA,North America,NextEra Energy,Peak Shaving,69.0,138.0,BYD,2024-04-01,77.14
ESS_615,South Korea,Asia-Pacific,Enel Green Power,Renewable Integration,49.6,99.2,LGES,2027-09-01,77.49
ESS_616,Australia,Asia-Pacific,Enel Green Power,Renewable Integration,99.7,199.4,SAMSUNG_SDI,2026-06-01,83.69
ESS_617,China,Asia-Pacific,Duke Energy,Renewable Integration,32.8,131.2,CATL,2026-08-01,61.39
ESS_618,USA,North America,Vistra Energy,Peak Shaving,97.5,195.0,LGES,2023-08-01,135.29
ESS_619,Australia,Asia-Pacific,Neoen,Peak Shaving,75.2,300.8,CATL,2027-10-01,55.68
ESS_620,USA,North America,Duke Energy,Peak Shaving,23.0,92.0,LGES,2021-04-01,133.05
ESS_621,USA,North America,Duke Energy,Frequency Regulation,50.8,101.6,LGES,2021-07-01,138.54
ESS_622,Australia,Asia-Pacific,Neoen,Peak Shaving,58.6,234.4,SAMSUNG_SDI,2026-04-01,86.43
ESS_623,South Korea,Asia-Pacific,AES Corporation,Renewable Integration,40.4,161.6,LGES,2023-05-01,136.35
ESS_624,USA,North America,PG&E,Renewable Integration,16.1,64.4,LGES,2026-02-01,88.26
ESS_625,Australia,Asia-Pacific,Vistra Energy,Renewable Integration,140.6,281.2,SAMSUNG_SDI,2026-11-01,79.56
ESS_626,USA,North America,NextEra Energy,Renewable Integration,52.7,210.8,LGES,2023-08-01,135.52
ESS_627,USA,North America,Florida Power & Light,Frequency Regulation,38.0,152.0,LGES,2027-02-01,75.5
ESS_628,USA,North America,Neoen,Renewable Integration,122.9,245.8,LGES,2026-12-01,88.33
ESS_629,Germany,Europe,NextEra Energy,Frequency Regulation,79.0,316.0,SAMSUNG_SDI,2021-04-01,137.87
ESS_630,USA,North America,Terra-Gen,Frequency Regulation,68.0,136.0,LGES,2027-01-01,72.44
ESS_631,South Korea,Asia-Pacific,Fluence,Renewable Integration,68.5,274.0,LGES,2025-02-01,97.59
ESS_632,Australia,Asia-Pacific,PG&E,Frequency Regulation,141.1,282.2,SAMSUNG_SDI,2026-07-01,84.06
ESS_633,UK,Europe,Florida Power & Light,Renewable Integration,48.8,97.6,LGES,2022-11-01,145.44
ESS_634,UK,Europe,AES Corporation,Frequency Regulation,138.2,276.4,LGES,2026-10-01,87.15
ESS_635,USA,North America,NextEra Energy,Frequency Regulation,65.6,131.2,BYD,2022-02-01,105.66
ESS_636,Australia,Asia-Pacific,Fluence,Frequency Regulation,67.2,134.4,SAMSUNG_SDI,2024-03-01,107.05
ESS_637,Australia,Asia-Pacific,Duke Energy,Renewable Integration,121.4,485.6,SAMSUNG_SDI,2024-04-01,112.8
ESS_638,South Korea,Asia-Pacific,AES Corporation,Frequency Regulation,104.5,418.0,LGES,2024-01-01,104.2
ESS_639,South Korea,Asia-Pacific,Enel Green Power,Peak Shaving,45.3,90.6,LGES,2023-08-01,123.52
ESS_640,USA,North America,AES Corporation,Renewable Integration,143.9,287.8,LGES,2024-02-01,114.75
ESS_641,USA,North America,Southern California Edison,Frequency Regulation,87.0,174.0,BYD,2027-01-01,54.63
ESS_642,USA,North America,Neoen,Renewable Integration,94.9,379.6,LGES,2027-07-01,73.23
ESS_643,USA,North America,Neoen,Renewable Integration,19.6,78.4,BYD,2022-10-01,105.32
ESS_644,South Korea,Asia-Pacific,Fluence,Frequency Regulation,119.0,238.0,LGES,2022-05-01,139.47
ESS_645,South Korea,Asia-Pacific,PG&E,Peak Shaving,32.4,129.6,LGES,2021-06-01,147.93
ESS_646,USA,North America,AES Corporation,Renewable Integration,81.1,324.4,LGES,2027-03-01,73.46
ESS_647,USA,North America,Neoen,Renewable Integration,136.1,272.2,LGES,2026-02-01,81.24
ESS_648,South Korea,Asia-Pacific,Florida Power & Light,Renewable Integration,71.8,143.6,LGES,2021-08-01,137.46
ESS_649,USA,North America,KEPCO,Renewable Integration,47.3,189.2,CATL,2026-04-01,66.43
ESS_650,Germany,Europe,Florida Power & Light,Peak Shaving,33.9,67.8,SAMSUNG_SDI,2025-01-01,97.45
ESS_651,South Korea,Asia-Pacific,AES Corporation,Peak Shaving,145.8,291.6,LGES,2026-11-01,79.12
ESS_652,Australia,Asia-Pacific,Southern California Edison,Renewable Integration,144.8,579.2,CATL,2022-07-01,112.84
ESS_653,USA,North America,Duke Energy,Peak Shaving,66.3,132.6,LGES,2025-06-01,99.39
ESS_654,South Korea,Asia-Pacific,Southern California Edison,Renewable Integration,21.4,42.8,LGES,2025-10-01,97.52
ESS_655,Australia,Asia-Pacific,Florida Power & Light,Frequency Regulation,114.8,229.6,CATL,2024-03-01,79.89
ESS_656,Australia,Asia-Pacific,KEPCO,Frequency Regulation,128.6,257.2,CATL,2022-05-01,107.53
ESS_657,USA,North America,Duke Energy,Frequency Regulation,123.1,492.4,LGES,2022-10-01,144.81
ESS_658,USA,North America,AES Corporation,Renewable Integration,76.4,152.8,LGES,2027-11-01,75.37
ESS_659,USA,North America,PG&E,Peak Shaving,14.6,29.2,LGES,2025-04-01,94.29
ESS_660,USA,North America,Duke Energy,Frequency Regulation,20.7,41.4,LGES,2027-08-01,74.39
ESS_661,USA,North America,Duke Energy,Renewable Integration,123.4,246.8,LGES,2025-06-01,95.03
ESS_662,UK,Europe,KEPCO,Renewable Integration,19.8,79.2,LGES,2024-08-01,103.67
ESS_663,UK,Europe,Duke Energy,Renewable Integration,53.5,107.0,LGES,2025-06-01,99.75
ESS_664,Australia,Asia-Pacific,Vistra Energy,Frequency Regulation,61.2,122.4,SAMSUNG_SDI,2022-12-01,142.71
ESS_665,USA,North America,Duke Energy,Frequency Regulation,125.4,250.8,BYD,2027-09-01,54.84
ESS_666,Australia,Asia-Pacific,Florida Power & Light,Peak Shaving,84.6,338.4,SAMSUNG_SDI,2027-04-01,75.31
ESS_667,South Korea,Asia-Pacific,Southern California Edison,Renewable Integration,8.6,34.4,LGES,2021-11-01,140.15
ESS_668,UK,Europe,Southern California Edison,Peak Shaving,24.4,48.8,LGES,2026-01-01,87.19
ESS_669,UK,Europe,Vistra Energy,Renewable Integration,57.6,115.2,LGES,2023-03-01,124.49
ESS_670,USA,North America,Duke Energy,Renewable Integration,95.0,380.0,LGES,2024-08-01,108.96
ESS_671,USA,North America,Terra-Gen,Frequency Regulation,60.6,121.2,LGES,2021-09-01,133.04
ESS_672,South Korea,Asia-Pacific,Southern California Edison,Peak Shaving,64.6,258.4,LGES,2027-06-01,77.98
ESS_673,South Korea,Asia-Pacific,PG&E,Renewable Integration,95.5,382.0,LGES,2021-01-01,148.19
ESS_674,UK,Europe,Duke Energy,Peak Shaving,98.8,395.2,LGES,2025-09-01,94.23
ESS_675,USA,North America,Neoen,Frequency Regulation,8.4,33.6,BYD,2022-12-01,102.42
ESS_676,South Korea,Asia-Pacific,Neoen,Renewable Integration,147.2,588.8,LGES,2024-09-01,113.95
ESS_677,South Korea,Asia-Pacific,KEPCO,Renewable Integration,103.6,207.2,LGES,2026-01-01,84.4
ESS_678,UK,Europe,Southern California Edison,Peak Shaving,84.9,169.8,LGES,2027-10-01,75.75
ESS_679,South Korea,Asia-Pacific,Enel Green Power,Renewable Integration,88.3,353.2,LGES,2023-11-01,124.74
ESS_680,USA,North America,Southern California Edison,Renewable Integration,125.3,501.2,BYD,2023-10-01,102.63
ESS_681,USA,North America,Vistra Energy,Frequency Regulation,15.8,63.2,LGES,2025-02-01,98.29
ESS_682,UK,Europe,Southern California Edison,Peak Shaving,58.3,116.6,LGES,2024-11-01,106.56
ESS_683,China,Asia-Pacific,Terra-Gen,Peak Shaving,94.2,188.4,CATL,2022-03-01,108.68
ESS_684,China,Asia-Pacific,Fluence,Renewable Integration,78.2,156.4,CATL,2024-06-01,84.17
ESS_685,South Korea,Asia-Pacific,Neoen,Peak Shaving,71.1,142.2,LGES,2021-05-01,136.98
ESS_686,USA,North America,Southern California Edison,Renewable Integration,117.6,470.4,LGES,2025-10-01,93.51
ESS_687,UK,Europe,Southern California Edison,Renewable Integration,58.4,233.6,LGES,2024-02-01,104.68
ESS_688,USA,North America,Southern California Edison,Frequency Regulation,23.7,47.4,BYD,2027-09-01,59.2
ESS_689,USA,North America,NextEra Energy,Renewable Integration,21.3,42.6,LGES,2021-10-01,143.13
ESS_690,South Korea,Asia-Pacific,Enel Green Power,Peak Shaving,99.9,199.8,LGES,2025-07-01,94.25
ESS_691,USA,North America,Fluence,Peak Shaving,26.3,105.2,LGES,2025-10-01,94.5
ESS_692,Australia,Asia-Pacific,KEPCO,Renewable Integration,61.0,122.0,SAMSUNG_SDI,2025-06-01,99.72
ESS_693,USA,North America,Southern California Edison,Renewable Integration,59.0,236.0,BYD,2027-12-01,57.13
ESS_694,USA,North America,Neoen,Renewable Integration,85.7,171.4,LGES,2027-08-01,75.86
ESS_695,Australia,Asia-Pacific,Duke Energy,Renewable Integration,139.0,556.0,SAMSUNG_SDI,2022-02-01,150.84
ESS_696,USA,North America,Terra-Gen,Peak Shaving,112.2,224.4,LGES,2026-01-01,80.49
ESS_697,UK,Europe,KEPCO,Frequency Regulation,53.2,106.4,LGES,2022-07-01,140.43
ESS_698,Germany,Europe,Neoen,Peak Shaving,92.1,184.2,SAMSUNG_SDI,2027-03-01,74.58
ESS_699,USA,North America,Duke Energy,Frequency Regulation,64.7,129.4,CATL,2021-09-01,105.04
ESS_700,Australia,Asia-Pacific,Vistra Energy,Frequency Regulation,104.3,208.6,SAMSUNG_SDI,2021-06-01,144.45
ESS_701,UK,Europe,PG&E,Renewable Integration,145.7,291.4,LGES,2024-11-01,111.25
ESS_702,USA,North America,Duke Energy,Peak Shaving,66.1,264.4,BYD,2024-02-01,81.67
ESS_703,UK,Europe,KEPCO,Frequency Regulation,61.4,122.8,LGES,2021-08-01,140.84
ESS_704,South Korea,Asia-Pacific,Terra-Gen,Peak Shaving,135.9,271.8,LGES,2023-10-01,128.83
ESS_705,South Korea,Asia-Pacific,Neoen,Frequency Regulation,71.2,142.4,LGES,2023-07-01,135.82
ESS_706,UK,Europe,Vistra Energy,Renewable Integration,110.8,443.2,LGES,2021-11-01,146.16
ESS_707,USA,North America,Florida Power & Light,Renewable Integration,134.6,269.2,BYD,2022-12-01,113.98
ESS_708,USA,North America,Enel Green Power,Renewable Integration,5.5,22.0,LGES,2026-09-01,79.52
ESS_709,UK,Europe,Fluence,Frequency Regulation,30.4,121.6,LGES,2026-02-01,86.02
ESS_710,Australia,Asia-Pacific,KEPCO,Peak Shaving,39.1,156.4,SAMSUNG_SDI,2026-05-01,86.05
ESS_711,South Korea,Asia-Pacific,Florida Power & Light,Frequency Regulation,52.5,210.0,LGES,2022-08-01,140.15
ESS_712,UK,Europe,Enel Green Power,Renewable Integration,132.9,531.6,LGES,2023-03-01,123.42
ESS_713,UK,Europe,NextEra Energy,Frequency Regulation,138.7,277.4,LGES,2025-05-01,98.82
ESS_714,Australia,Asia-Pacific,Southern California Edison,Frequency Regulation,98.0,196.0,SAMSUNG_SDI,2026-10-01,87.32
ESS_715,UK,Europe,Enel Green Power,Frequency Regulation,33.8,67.6,LGES,2026-01-01,85.0
ESS_716,South Korea,Asia-Pacific,Southern California Edison,Renewable Integration,136.3,272.6,LGES,2025-09-01,98.39
ESS_717,South Korea,Asia-Pacific,Fluence,Renewable Integration,41.1,82.2,LGES,2023-08-01,131.15
ESS_718,South Korea,Asia-Pacific,NextEra Energy,Frequency Regulation,6.9,27.6,LGES,2022-04-01,135.65
ESS_719,USA,North America,Fluence,Renewable Integration,84.3,168.6,LGES,2021-06-01,138.78
ESS_720,South Korea,Asia-Pacific,Duke Energy,Frequency Regulation,28.1,112.4,LGES,2026-04-01,87.13
ESS_721,South Korea,Asia-Pacific,Vistra Energy,Renewable Integration,73.2,146.4,LGES,2027-06-01,74.59
ESS_722,China,Asia-Pacific,Southern California Edison,Frequency Regulation,54.1,108.2,CATL,2022-10-01,104.92
ESS_723,Australia,Asia-Pacific,NextEra Energy,Renewable Integration,21.3,85.2,SAMSUNG_SDI,2024-02-01,109.34
ESS_724,USA,North America,Terra-Gen,Peak Shaving,119.1,476.4,CATL,2025-07-01,68.28
ESS_725,USA,North America,Vistra Energy,Peak Shaving,61.8,123.6,LGES,2027-11-01,75.86
ESS_726,USA,North America,Vistra Energy,Frequency Regulation,7.5,15.0,CATL,2021-08-01,110.18
ESS_727,USA,North America,Vistra Energy,Renewable Integration,70.3,140.6,LGES,2021-02-01,138.3
ESS_728,South Korea,Asia-Pacific,NextEra Energy,Frequency Regulation,80.9,323.6,LGES,2021-05-01,146.96
ESS_729,USA,North America,PG&E,Renewable Integration,28.9,115.6,BYD,2024-02-01,83.14
ESS_730,South Korea,Asia-Pacific,AES Corporation,Peak Shaving,136.1,272.2,LGES,2022-11-01,141.87
ESS_731,South Korea,Asia-Pacific,NextEra Energy,Renewable Integration,116.7,233.4,LGES,2027-11-01,75.91
ESS_732,South Korea,Asia-Pacific,Neoen,Peak Shaving,54.6,109.2,LGES,2023-02-01,123.84
ESS_733,USA,North America,Vistra Energy,Renewable Integration,55.0,110.0,LGES,2026-05-01,80.3
ESS_734,USA,North America,Terra-Gen,Frequency Regulation,32.0,128.0,LGES,2027-06-01,76.27
ESS_735,UK,Europe,Neoen,Renewable Integration,13.0,52.0,LGES,2025-08-01,90.89
ESS_736,USA,North America,NextEra Energy,Peak Shaving,144.7,578.8,LGES,2027-09-01,79.45
ESS_737,USA,North America,Enel Green Power,Frequency Regulation,88.5,177.0,LGES,2021-11-01,139.52
ESS_738,UK,Europe,PG&E,Renewable Integration,67.3,134.6,LGES,2022-09-01,139.38
ESS_739,USA,North America,Terra-Gen,Renewable Integration,68.2,136.4,LGES,2027-06-01,80.7
ESS_740,USA,North America,Terra-Gen,Renewable Integration,87.7,175.4,LGES,2026-07-01,80.39
ESS_741,USA,North America,KEPCO,Renewable Integration,17.5,35.0,BYD,2021-02-01,103.33
ESS_742,USA,North America,NextEra Energy,Renewable Integration,93.8,187.6,LGES,2023-06-01,129.51
ESS_743,UK,Europe,Enel Green Power,Renewable Integration,42.5,85.0,LGES,2024-09-01,111.28
ESS_744,UK,Europe,Vistra Energy,Renewable Integration,149.2,298.4,LGES,2025-05-01,95.09
ESS_745,USA,North America,NextEra Energy,Renewable Integration,51.3,102.6,LGES,2023-05-01,133.36
ESS_746,USA,North America,NextEra Energy,Renewable Integration,49.3,197.2,LGES,2025-04-01,90.25
ESS_747,USA,North America,Fluence,Frequency Regulation,31.2,124.8,LGES,2021-05-01,135.99
ESS_748,South Korea,Asia-Pacific,PG&E,Peak Shaving,47.9,95.8,LGES,2023-03-01,135.96
ESS_749,USA,North America,Terra-Gen,Peak Shaving,121.8,487.2,LGES,2024-10-01,103.31
ESS_750,USA,North America,Vistra Energy,Frequency Regulation,101.5,406.0,BYD,2027-02-01,58.25
ESS_751,China,Asia-Pacific,NextEra Energy,Frequency Regulation,22.8,45.6,CATL,2024-11-01,82.27
ESS_752,USA,North America,Terra-Gen,Renewable Integration,84.4,168.8,LGES,2022-01-01,149.94
ESS_753,UK,Europe,Florida Power & Light,Renewable Integration,53.7,214.8,LGES,2021-04-01,148.3
ESS_754,South Korea,Asia-Pacific,Neoen,Frequency Regulation,53.1,212.4,LGES,2021-04-01,133.85
ESS_755,USA,North America,Vistra Energy,Peak Shaving,71.9,287.6,BYD,2023-07-01,99.99
ESS_756,Australia,Asia-Pacific,Fluence,Peak Shaving,14.0,56.0,SAMSUNG_SDI,2025-08-01,94.53
ESS_757,USA,North America,Florida Power & Light,Renewable Integration,58.0,232.0,LGES,2022-12-01,139.41
ESS_758,South Korea,Asia-Pacific,NextEra Energy,Renewable Integration,100.3,200.6,LGES,2024-11-01,104.08
ESS_759,USA,North America,NextEra Energy,Renewable Integration,38.6,77.2,LGES,2025-05-01,93.48
ESS_760,USA,North America,Florida Power & Light,Frequency Regulation,38.2,152.8,BYD,2024-07-01,83.54
ESS_761,Australia,Asia-Pacific,Florida Power & Light,Frequency Regulation,57.1,114.2,SAMSUNG_SDI,2023-10-01,135.01
ESS_762,UK,Europe,Florida Power & Light,Peak Shaving,74.6,149.2,LGES,2025-05-01,91.32
ESS_763,USA,North America,Southern California Edison,Frequency Regulation,49.7,198.8,BYD,2021-02-01,106.28
